CVEGEO,CVE_ENT,CVE_MUN,CVE_LOC,NOMGEO,AMBITO,SUP_HAS
"180120013","18","012","0013",La Culebra,Rural,18.6746
"180120027","18","012","0027",Laureles y Góngora (El Limón),Rural,16.2008
"180120037","18","012","0037",Pimientillo,Rural,25.9791
"180120041","18","012","0041",Playa de Ramírez,Rural,9.1993
"180120059","18","012","0059",La Manzanilla,Rural,9.4679
"180120079","18","012","0079",Puerto Balleto (Isla María Madre),Rural,60.6526
"180120039","18","012","0039",Playa de los Cocos,Rural,20.1074
"180120018","18","012","0018",La Goma,Rural,19.3326
"180120001","18","012","0001",San Blas,Urbana,302.2181
"180120003","18","012","0003",Aticama,Rural,64.8972
"180120009","18","012","0009",Laureles y Góngora (El Ciruelo),Rural,31.5709
"180120043","18","012","0043",Santa Cruz de Miramar,Rural,63.1533
"180120035","18","012","0035",La Palma,Rural,55.8137
"180120023","18","012","0023",Isla del Conde,Rural,22.7559
"180150056","18","015","0056",Puerta de Mangos,Rural,55.4920
"180150063","18","015","0063",San Isidro,Rural,18.8312
"180150076","18","015","0076",El Turco,Rural,18.0071
"180150077","18","015","0077",Valle Zaragoza,Rural,20.7713
"180150083","18","015","0083",Playa el Sesteo,Rural,10.3879
"180150013","18","015","0013",El Capomal,Rural,72.0826
"180150001","18","015","0001",Santiago Ixcuintla,Urbana,417.8111
"180150052","18","015","0052",La Presa,Urbana,84.2861
"180150080","18","015","0080",Villa Hidalgo,Urbana,258.6830
"180150081","18","015","0081",Villa Juárez,Urbana,98.0838
"180150008","18","015","0008",El Botadero,Rural,38.5753
"180150004","18","015","0004",Amapa,Rural,70.8553
"180150011","18","015","0011",Cañada del Tabaco,Rural,56.2493
"180150022","18","015","0022",El Corte (El Tuchi),Rural,44.8367
"180150007","18","015","0007",Boca de Camichín,Rural,25.5926
"180150021","18","015","0021",Los Corchos,Rural,30.8658
"180150025","18","015","0025",Palmar de Cuautla,Rural,54.0876
"180160005","18","016","0005",Arenitas,Rural,7.5798
"180160038","18","016","0038",Playa Novillero,Rural,54.7287
"180160044","18","016","0044",El Roblito,Rural,14.1649
"180160108","18","016","0108",La Puntilla,Rural,11.6511
"180200024","18","020","0024",Flamingos,Rural,634.5890
"180200118","18","020","0118",Litibú,Rural,21.1595
"180200092","18","020","0092",Sayulita,Urbana,164.3672
"180200072","18","020","0072",Punta del Burro,Rural,9.1305
"180200013","18","020","0013",Bucerías,Urbana,402.6120
"180200027","18","020","0027",Cruz de Huanacaxtle,Urbana,308.6927
"180200043","18","020","0043",Las Jarretaderas,Urbana,224.5195
"180200046","18","020","0046",Lo de Marcos,Rural,121.4514
"180200059","18","020","0059",Nuevo Vallarta,Rural,692.1750
"180200106","18","020","0106",Corral del Risco (Punta de Mita),Rural,58.4647
"180200081","18","020","0081",San Francisco,Rural,126.3801
"203070042","20","307","0042",Playa Grande,Rural,15.7557
"203180097","20","318","0097",El Xiikharo [Fraccionamiento],Rural,1.7064
"203180098","20","318","0098",Brisas del Puerto [Fraccionamiento],Rural,1.3098
"203180009","20","318","0009",Puerto Escondido,Urbana,1205.6040
"203240065","20","324","0065",Colonia la Mina,Rural,9.6271
"203240148","20","324","0148",Estacahuite,Rural,9.7515
"203240103","20","324","0103",Tahueca,Rural,14.1308
"203240025","20","324","0025",Puerto Ángel,Urbana,212.3264
"203240151","20","324","0151",Barra de Cuatunalco,Rural,6.1269
"203240084","20","324","0084",Playa Zipolite,Rural,61.4325
"203270009","20","327","0009",Conchalito,Rural,24.2322
"203270051","20","327","0051",Pesquería Puerto Paloma,Rural,18.5982
"203270010","20","327","0010",Pesquería Guadalupe,Rural,13.7727
"203270003","20","327","0003",Bernal,Rural,10.7638
"203270006","20","327","0006",Rincón Juárez,Rural,44.7034
"203270023","20","327","0023",Trejo,Rural,12.8506
"203270050","20","327","0050",Pesquería Rancho Salinas,Rural,34.2004
"203340277","20","334","0277",Campamento Cerro Hermoso,Rural,17.3673
"203340047","20","334","0047",El Venado,Rural,1.3957
"203340079","20","334","0079",Cerro Hermoso,Rural,13.0560
"203340016","20","334","0016",Chacahua,Rural,21.2978
"203340070","20","334","0070",El Zapotalito,Rural,38.4851
"203340059","20","334","0059",El Azufre,Rural,34.3635
"203340269","20","334","0269",Vista Hermosa,Rural,2.6698
"203340301","20","334","0301",Chacahua la Grúa,Rural,8.2804
"203340007","20","334","0007",El Cacalote,Rural,34.0712
"204130097","20","413","0097",La Bocana de Copalita,Rural,11.3241
"204130021","20","413","0021",Bahía de Santa Cruz Huatulco,Rural,17.5438
"204130092","20","413","0092",Boca Vieja (Barra Boca Vieja),Rural,1.6255
"204130095","20","413","0095",Tangolunda,Rural,111.1102
"204130125","20","413","0125",Balcones de Tangolunda,Rural,34.0851
"204130124","20","413","0124",El Arrocito,Rural,58.9541
"204130050","20","413","0050",Huatunalco (Barra de Huatunalco),Rural,23.5027
"204130105","20","413","0105",San Agustín,Rural,16.2081
"204130134","20","413","0134",Residencial Conejos,Rural,21.8412
"204130078","20","413","0078",Crucecita,Urbana,535.1677
"204390074","20","439","0074",La Barra del Potrero,Rural,3.5296
"204390091","20","439","0091",San Agustinillo,Rural,4.9048
"204390103","20","439","0103",Tilzapote,Rural,0.8826
"204390120","20","439","0120",Arroyo Tres,Rural,19.0041
"204390102","20","439","0102",Guapinole,Rural,9.1745
"204390013","20","439","0013",Escobilla,Rural,29.9085
"204390016","20","439","0016",Mazunte,Rural,44.4257
"204390131","20","439","0131",Agua Blanca,Rural,45.8628
"204820010","20","482","0010",Corralero,Rural,35.6357
"204820022","20","482","0022",Minitán,Rural,2.6802
"204820027","20","482","0027",Playa Banco de Oro,Rural,12.8465
"204820035","20","482","0035",Paso de la Garrocha,Rural,1.5755
"204850002","20","485","0002",Cahuitán,Rural,5.3520
"205150005","20","515","0005",Concepción Bamba,Rural,20.4871
"200430003","20","043","0003",Chicapa de Castro,Urbana,185.5626
"200430004","20","043","0004",Santa María del Mar,Rural,44.5762
"200430025","20","043","0025",Playa San Vicente,Rural,14.3568
"200790014","20","079","0014",Playa Brasil,Rural,21.7042
"200790018","20","079","0018",Las Escolleras,Rural,29.5419
"200790002","20","079","0002",Boca del Río,Rural,31.1464
"200790038","20","079","0038",Lagunas [Colonia],Rural,31.6249
"200790017","20","079","0017",Colonia Santita,Rural,42.4621
"200790007","20","079","0007",Ensenada de la Ventosa,Rural,59.3801
"200790003","20","079","0003",Salinas del Marqués,Rural,85.3709
"200790001","20","079","0001",Salina Cruz,Urbana,3169.7039
"201300001","20","130","0001",San Dionisio del Mar,Urbana,179.5761
"201300002","20","130","0002",Huamúchil,Rural,112.5001
"201300006","20","130","0006",San Dionisio Pueblo Viejo,Rural,8.0781
"201410003","20","141","0003",Puerto Estero,Rural,7.4510
"201410001","20","141","0001",San Francisco del Mar Pueblo Viejo,Rural,50.8969
"201430063","20","143","0063",Cachimbo,Rural,1.7137
"201840024","20","184","0024",La Esmalta,Rural,20.9614
"201840056","20","184","0056",San Rafael,Rural,11.1527
"201840085","20","184","0085",Sebastopol,Rural,31.8547
"201840140","20","184","0140",Colonia Víctor Bravo Ahuja (Segunda Etapa),Rural,2.7985
"201840215","20","184","0215",Santa Úrsula,Rural,35.1979
"201840259","20","184","0259",El Desengaño,Rural,11.8490
"201840146","20","184","0146",Conjunto Residencial Sebastopol,Rural,4.2176
"201840040","20","184","0040",Paso Canoa,Rural,63.0720
"201840391","20","184","0391",Catarino Torres Pereda,Rural,73.6013
"201840038","20","184","0038",Papaloapan,Rural,56.9591
"201840316","20","184","0316",Rosario Ibarra de Piedra [Centro de Población],Rural,6.0945
"201840019","20","184","0019",Camelia Roja,Rural,65.0066
"201840273","20","184","0273",Los Reyes (Ampliación Santa Úrsula),Rural,20.0930
"201840061","20","184","0061",Santa Teresa Papaloapan,Rural,32.1149
"201840393","20","184","0393",Raúl Ferrer [Colonia],Rural,9.7316
"201840107","20","184","0107",Los Mangales (La Estopa),Rural,13.4982
"201840044","20","184","0044",El Porvenir,Rural,42.1540
"201840042","20","184","0042",Paso Rincón,Rural,27.0218
"201840071","20","184","0071",Zacate Colorado,Rural,34.3206
"201840001","20","184","0001",San Juan Bautista Tuxtepec,Urbana,4191.5239
"201840050","20","184","0050",San Bartolo,Urbana,165.7450
"201840404","20","184","0404",Emiliano Zapata [Colonia],Rural,5.3057
"201840411","20","184","0411",La Unión,Rural,2.6048
"201840035","20","184","0035",Mundo Nuevo,Rural,6.3454
"201840116","20","184","0116",Piedra Quemada,Rural,22.0873
"201840356","20","184","0356",Pio V Becerra Ballesteros,Rural,9.7481
"201840091","20","184","0091",San Rosendo,Rural,1.4029
"202480009","20","248","0009",Laguna Santa Cruz,Rural,22.5375
"202480002","20","248","0002",Colonia Cuauhtémoc,Rural,28.9595
"202480006","20","248","0006",Costa Rica,Rural,49.8454
"202480010","20","248","0010",Barrio Nuevo,Rural,10.7175
"202480001","20","248","0001",San Mateo del Mar,Urbana,208.8488
"202480004","20","248","0004",Colonia Juárez,Urbana,604.7467
"202780034","20","278","0034",Playa de Jícama,Rural,21.2821
"202780050","20","278","0050",El Capulín,Rural,33.6167
"202780030","20","278","0030",Nuevo Soyaltepec,Rural,29.9724
"202780029","20","278","0029",Nuevo Pescadito de Abajo,Rural,22.3333
"202780012","20","278","0012",Corral de Piedra,Rural,30.8780
"202780006","20","278","0006",La Candelaria,Rural,21.6391
"202780020","20","278","0020",Las Margaritas,Rural,61.4492
"202780028","20","278","0028",Nuevo Pescadito de Enmedio,Rural,26.6421
"204010086","20","401","0086",Colonia Libertad,Rural,19.2656
"204010087","20","401","0087",Marinero,Rural,13.4125
"204010071","20","401","0071",Laguna Encantada,Rural,72.5383
"204010003","20","401","0003",Barra de Navidad,Rural,47.6441
"204010049","20","401","0049",La Barra de Colotepec,Rural,69.1993
"204010088","20","401","0088",Punta de Zicatela,Rural,21.1170
"204010018","20","401","0018",El Tomatal,Rural,43.7492
"204010016","20","401","0016",El Puertecito,Rural,16.9280
"204010021","20","401","0021",Ventanilla,Rural,17.7891
"204010050","20","401","0050",Brisas de Zicatela,Urbana,506.0565
"204010106","20","401","0106",Emiliano Zapata,Rural,65.5736
"230010754","23","001","0754",Huerto Familiar,Rural,17.9213
"230010001","23","001","0001",Cozumel,Urbana,2286.0442
"230030092","23","003","0092",Punta Sam,Rural,11.1662
"230030476","23","003","0476",La Amada [Residencial],Rural,8.6559
"230030001","23","003","0001",Isla Mujeres,Urbana,393.5568
"230040111","23","004","0111",Xcalak,Rural,30.2544
"230040053","23","004","0053",Mahahual,Urbana,228.4155
"230050929","23","005","0929",Moon Palace,Rural,475.1626
"230050001","23","005","0001",Cancún,Urbana,14264.9787
"230070012","23","007","0012",Holbox,Rural,150.2158
"230070008","23","007","0008",Chiquilá,Rural,67.1854
"230080100","23","008","0100",Mayan Palace,Rural,115.8908
"230080111","23","008","0111",Valentín Maya Resort,Rural,49.2837
"230080157","23","008","0157",Blue Diamond [Hotel],Rural,15.4144
"230080200","23","008","0200",Playa del Secreto,Rural,11.7907
"230080201","23","008","0201",Iberostar,Rural,159.8207
"230080217","23","008","0217",Punta Maroma,Rural,112.2102
"230080230","23","008","0230",San Francisco,Rural,12.8252
"230080231","23","008","0231",Club Tulum Palace,Rural,47.2634
"230080241","23","008","0241",San Antonio,Rural,1.4407
"230080265","23","008","0265",San José,Rural,11.0640
"230080285","23","008","0285",Grand Palladium,Rural,84.2487
"230080345","23","008","0345",Xpu Ha,Rural,65.6477
"230080382","23","008","0382",Barceló Maya,Rural,93.8692
"230080384","23","008","0384",Ocean Maya Royale,Rural,36.1129
"230080496","23","008","0496",Tres Ríos,Rural,36.3941
"230080596","23","008","0596",Marina Maroma,Rural,7.3029
"230080613","23","008","0613",Secrets Capri,Rural,21.6369
"230080641","23","008","0641",Dorado Royale,Rural,24.3300
"230080642","23","008","0642",Santa Teresita,Rural,56.3621
"230080817","23","008","0817",Blue Bay Grand Esmeralda,Rural,95.6173
"230080818","23","008","0818",Playa Paraíso,Rural,13.1736
"230080835","23","008","0835",Grand Sirenis,Rural,190.7489
"230080001","23","008","0001",Playa del Carmen,Urbana,4979.9773
"230080308","23","008","0308",Puerto Aventuras,Urbana,326.5989
"230090016","23","009","0016",Aventuras Akumal,Rural,2.1884
"230090018","23","009","0018",Gran Bahía Príncipe,Rural,413.1493
"230090053","23","009","0053",Chan Chemuyil,Rural,4.6667
"230090055","23","009","0055",Ciudad Chemuyil,Rural,13.9385
"230090067","23","009","0067",Crucero de las Ruinas de Tulum,Rural,39.2384
"230090104","23","009","0104",Jacinto Pat,Rural,12.9193
"230090106","23","009","0106",Javier Rojo Gómez (Punta Allen),Rural,18.6816
"230090154","23","009","0154",Oasis Akumal,Rural,4.4195
"230090237","23","009","0237",Tankah Cuatro,Rural,9.2078
"230090332","23","009","0332",Yalkú,Rural,11.5534
"230090005","23","009","0005",Akumal,Rural,62.3374
"230090001","23","009","0001",Tulum,Urbana,1056.6840
"230110001","23","011","0001",Puerto Morelos,Urbana,776.7294
"250010349","25","001","0349",Paredones,Rural,16.5559
"250011045","25","001","1045",Campo Nuevo,Rural,19.9424
"250010166","25","001","0166",Jitzámuri,Rural,58.9454
"250011001","25","001","1001",El Hecho,Rural,7.4736
"250010448","25","001","0448",Lázaro Cárdenas (Muellecito),Rural,34.2774
"250010169","25","001","0169",Las Lajitas,Rural,5.6861
"250010119","25","001","0119",El Colorado,Urbana,49.0404
"250010240","25","001","0240",Topolobampo,Urbana,376.6923
"250010800","25","001","0800",El Maviri (Baviri),Rural,20.3182
"250020035","25","002","0035",Costa Azul,Rural,68.2899
"250020093","25","002","0093",La Reforma,Urbana,245.1581
"250060133","25","006","0133",Las Arenitas,Rural,39.1409
"250061044","25","006","1044",El Robalar,Rural,17.9999
"250063300","25","006","3300",Poblado el Vigía,Rural,8.7749
"250060305","25","006","0305",El Conchal,Rural,11.1524
"250062262","25","006","2262",Ponce,Rural,33.8128
"250060311","25","006","0311",Cospita,Rural,18.1989
"250080180","25","008","0180",Rosendo Nieblas,Rural,28.0919
"250080028","25","008","0028",Ejido Culiacán (Culiacancito),Rural,29.3118
"250080164","25","008","0164",Celestino Gazca Villaseñor,Rural,32.6566
"250080404","25","008","0404",Playa Ceuta,Rural,10.2202
"250090060","25","009","0060",Teacapán,Urbana,143.3214
"250110751","25","011","0751",Las Glorias,Rural,70.3897
"250110969","25","011","0969",Bellavista,Rural,77.1333
"250110148","25","011","0148",El Huitussi,Rural,24.5229
"250110386","25","011","0386",Boca del Río,Rural,42.5526
"250110065","25","011","0065",El Cerro Cabezón,Urbana,42.9504
"250140022","25","014","0022",La Guásima,Rural,47.6545
"250140020","25","014","0020",Ejido Gregorio Vázquez Moreno (San Joachín),Rural,41.0469
"250160335","25","016","0335",La Chicayota (Chilacayotas),Rural,17.3192
"250160774","25","016","0774",Lomas del Mar de Piaxtla (La Playa),Rural,6.3433
"250160131","25","016","0131",El Pozole,Rural,27.2833
"250160676","25","016","0676",Barras de Piaxtla,Rural,42.1488
"250182205","25","018","2205",Isla Cortés,Rural,194.8579
"250180126","25","018","0126",Yameto,Rural,8.1661
"250180113","25","018","0113",El Tetuán Viejo,Rural,23.3814
"250180434","25","018","0434",El Tetuán Nuevo,Rural,66.3641
"250180066","25","018","0066",El Laco,Rural,7.5538
"250180170","25","018","0170",Avándaro,Rural,29.6868
"250180131","25","018","0131",Las Aguamitas,Rural,49.4646
"250180041","25","018","0041",El Castillo,Urbana,74.8947
"250180054","25","018","0054",Dautillos,Rural,88.3913
"250180006","25","018","0006",Altata,Rural,142.0675
"250180322","25","018","0322",Las Puentes (Guadalupe Victoria),Rural,30.5301
"260170219","26","017","0219",Playa Santo Tomás,Rural,39.3502
"260170166","26","017","0166",Puerto Lobos,Rural,83.4811
"260170080","26","017","0080",Desemboque,Rural,46.3769
"260250082","26","025","0082",Cochórit,Rural,18.4294
"260250001","26","025","0001",Empalme,Urbana,1594.6561
"260291708","26","029","1708",Campestre Corceles,Rural,83.1815
"260291364","26","029","1364",Costa del Mar,Rural,13.9791
"260290631","26","029","0631",El Renacimiento,Rural,38.2980
"260291559","26","029","1559",Puesta del Sol,Rural,8.4830
"260291394","26","029","1394",La Manga Tres,Rural,6.8313
"260291393","26","029","1393",La Manga Dos,Rural,7.4441
"260291299","26","029","1299",Marina Real,Rural,100.6745
"260291298","26","029","1298",La Manga (Campo Pesquero la Manga),Rural,19.6548
"260290111","26","029","0111",Guásimas (De Belem),Rural,73.2591
"260290025","26","029","0025",San Carlos (San Carlos Nuevo Guaymas),Urbana,940.6838
"260290001","26","029","0001",Heroica Guaymas,Urbana,3887.3763
"260300136","26","030","0136",Punta Chueca,Rural,44.7609
"260300208","26","030","0208",El Colorado,Rural,58.3116
"260301214","26","030","1214",El Choyudo (Los Japoneses),Rural,42.4805
"260300137","26","030","0137",Bahía de Kino,Urbana,703.4025
"260303258","26","030","3258",Sahuímero,Rural,9.4818
"260330115","26","033","0115",Playa los Baños,Rural,17.5078
"260330017","26","033","0017",Las Bocas,Rural,291.7803
"260330221","26","033","0221",Playa Camahuiroa,Rural,57.8334
"260330002","26","033","0002",Agiabampo Uno,Rural,99.7565
"260330013","26","033","0013",Bachimojaqui,Rural,36.6609
"260330020","26","033","0020",Camahuiroa,Rural,20.4457
"260330099","26","033","0099",Yavaros (Isla las Viejas),Urbana,211.7851
"260330421","26","033","0421",Playa Bachomojaqui,Rural,37.4678
"260470027","26","047","0027",Desemboque de los Seris (El Desemboque),Rural,20.9029
"260470065","26","047","0065",Puerto Libertad,Urbana,331.1006
"260480004","26","048","0004",Bahía la Choya,Rural,108.8898
"260480259","26","048","0259",Playa Miramar,Rural,33.2788
"260480272","26","048","0272",Playa Dorada (Playa Norte),Rural,22.2218
"260480081","26","048","0081",Playa Encanto,Rural,79.0199
"260480251","26","048","0251",Playa la Joya,Rural,24.1331
"260480153","26","048","0153",Estero de Morúa,Rural,19.1993
"260480269","26","048","0269",Laguna Shores,Rural,41.2142
"260480090","26","048","0090",Las Conchas,Rural,203.3290
"260480243","26","048","0243",Playa San Jorge,Rural,57.8020
"260480300","26","048","0300",The Castle Sand,Rural,2.8615
"260480301","26","048","0301",Alfredo López Aceves,Rural,49.6589
"260480001","26","048","0001",Puerto Peñasco,Urbana,4034.7857
"260550011","26","055","0011",Golfo de Santa Clara,Urbana,414.7040
"260710141","26","071","0141",Paredoncito,Rural,75.0355
"260710139","26","071","0139",Paredón Colorado (Paredón Viejo),Urbana,66.9628
"270020041","27","002","0041",El Mingo,Rural,34.8129
"270020043","27","002","0043",Habanero 1ra. Sección,Rural,8.5094
"270020045","27","002","0045",Habanero 1ra. Sección (Venustiano Carranza),Rural,30.6614
"270020121","27","002","0121",Pedro Sánchez Magallanes,Rural,5.5468
"270020165","27","002","0165",General Francisco Villa,Rural,3.7875
"270020031","27","002","0031",Cuauhtemoczín,Rural,35.7472
"270020145","27","002","0145",Paso y Playa,Rural,19.1728
"270020157","27","002","0157",Las Coloradas 2da. Sección (Ampliación las Aldeas),Rural,20.8055
"270020118","27","002","0118",El Barí 1ra. Sección,Rural,30.6632
"270020150","27","002","0150",La Península,Rural,20.8407
"270020160","27","002","0160",Benito Juárez (La Playita),Rural,19.6056
"270020058","27","002","0058",Nueva Zelandia (El Ingenio),Rural,4.9218
"270020022","27","002","0022",Coronel Andrés Sánchez Magallanes,Urbana,104.9882
"270020062","27","002","0062",Paso y Playa,Rural,17.5719
"270030007","27","003","0007",Carlos A. Madrazo,Rural,94.2303
"270030036","27","003","0036",Ignacio Zaragoza,Rural,72.1278
"270030037","27","003","0037",Jalapita,Rural,1.6862
"270030045","27","003","0045",Nuevo Centla,Rural,16.5597
"270030046","27","003","0046",Potrerillo,Rural,2.7490
"270030053","27","003","0053",Barra de San Pedro,Rural,15.1583
"270030083","27","003","0083",Pico de Oro,Rural,7.4382
"270030089","27","003","0089",San Juan,Rural,103.2301
"270030188","27","003","0188",El Bosque,Rural,6.9437
"270030211","27","003","0211",Arroyo Polo 2da. Sección,Rural,4.6585
"270030284","27","003","0284",Carlos Rovirosa 2da. Sección (La Costeñita),Rural,1.4314
"270030262","27","003","0262",Fraccionamiento Miramar,Rural,51.6856
"270030048","27","003","0048",Quintín Aráuz,Rural,22.2622
"270030022","27","003","0022",Emiliano Zapata,Rural,15.1266
"270030001","27","003","0001",Frontera,Urbana,495.1649
"270030015","27","003","0015",Cuauhtémoc,Urbana,121.4657
"270030035","27","003","0035",Ignacio Allende,Urbana,588.7676
"270030061","27","003","0061",Vicente Guerrero,Urbana,228.6048
"270030082","27","003","0082",La Sábana,Rural,112.1964
"270040020","27","004","0020",Acachapan y Colmena 2da. Sección (La Arena),Rural,59.0232
"270040021","27","004","0021",Acachapan y Colmena 3ra. Sección,Rural,146.0602
"270040024","27","004","0024",Acachapan y Colmena 4ta. Sección,Rural,123.9247
"270040025","27","004","0025",Acachapan y Colmena 5ta. Sección,Rural,27.6829
"270040083","27","004","0083",Aztlán 4ta. Sección (Corcho y Chilapilla),Rural,16.3592
"270040172","27","004","0172",Torno Largo 2da. Sección,Rural,16.8613
"270040188","27","004","0188",Gaviotas Sur (El Cedral),Rural,11.8207
"270040279","27","004","0279",Dieciséis de Septiembre,Rural,211.5299
"270040151","27","004","0151",Plátano y Cacao 1ra. Sección,Rural,237.3678
"270040154","27","004","0154",Pueblo Nuevo de las Raíces,Rural,88.5375
"270040078","27","004","0078",Corregidora Ortiz 3ra. Sección (San Pedrito),Rural,137.9603
"270040182","27","004","0182",Plutarco Elías Calles (Cura Hueso),Rural,10.2176
"270040079","27","004","0079",Corregidora Ortiz 4ta. Sección,Rural,7.2429
"270040050","27","004","0050",Barrancas y Guanal Tintillo,Rural,38.4914
"270040092","27","004","0092",Estanzuela 1ra. Sección,Rural,42.0468
"270040171","27","004","0171",Torno Largo 1ra. Sección,Rural,34.7967
"270040263","27","004","0263",Plutarco Elías Calles (La Majahua),Rural,12.5450
"270040150","27","004","0150",Plátano y Cacao 4ta. Sección,Rural,188.7776
"270040044","27","004","0044",Aztlán 1ra. Sección,Rural,111.2686
"270040186","27","004","0186",La Manga 2da. Sección (El Jobal),Rural,261.3544
"270040001","27","004","0001",Villahermosa,Urbana,6334.6235
"270040145","27","004","0145",Parrilla,Urbana,336.3875
"270040146","27","004","0146",Guapinol,Urbana,181.8218
"270040019","27","004","0019",Acachapan y Colmena 1ra. Sección,Rural,25.0817
"270060021","27","006","0021",Dos Ceibas,Rural,16.8856
"270060071","27","006","0071",El Carmen (Cumuapa),Rural,22.6834
"270060114","27","006","0114",Nicolás Bravo,Rural,21.7731
"270060111","27","006","0111",Colima,Rural,3.4208
"270060069","27","006","0069",Cucuyulapa 2da. Sección (Puente Samaria),Rural,36.5333
"270060016","27","006","0016",Cucuyulapa,Urbana,1464.9913
"270060082","27","006","0082",Cunduacán (El Moté),Rural,15.9576
"270080101","27","008","0101",Villa Flores 2da. Sección,Rural,182.5865
"270080117","27","008","0117",Ostitán 2da. Sección,Rural,0.7417
"270080176","27","008","0176",Aureo L. Calles,Rural,3.6272
"270080250","27","008","0250",Aquiles Serdán 2da. Sección (Azucenita),Rural,0.2012
"270080432","27","008","0432",El Desecho 1ra. Sección (Playa I),Rural,1.8990
"270080507","27","008","0507",Caobanal 1ra. Sección (La Victoria),Rural,3.3840
"270080601","27","008","0601",San Manuel Tenerife,Rural,19.2809
"270080433","27","008","0433",El Dorado,Rural,30.9841
"270080087","27","008","0087",San Manuel,Rural,23.1521
"270080061","27","008","0061",Otra Banda 2da. Sección,Rural,181.9727
"270080012","27","008","0012",Caobanal 1ra. Sección (Mezcalapa),Rural,9.0118
"270080018","27","008","0018",El Desecho 1ra. Sección,Rural,7.3623
"270080577","27","008","0577",Tío Moncho (Caobanal 1ra. Sección),Rural,4.2891
"270080651","27","008","0651",Por la Moral de un Presidente,Rural,9.2427
"270080670","27","008","0670",Libertad Agraria,Rural,4.9243
"270080056","27","008","0056",Los Naranjos 1ra. Sección (Campechito),Rural,20.4060
"270080628","27","008","0628",Mastelero,Rural,10.7148
"270080001","27","008","0001",Huimanguillo,Urbana,614.3191
"270090013","27","009","0013",Francisco J. Santamaría (Cacao),Rural,15.1364
"270100039","27","010","0039",Tierra Adentro 2da. Sección,Rural,0.3139
"270110007","27","011","0007",Boca de San Antonio,Rural,4.3628
"270110027","27","011","0027",El Sacrificio,Rural,96.0780
"270110029","27","011","0029",Torno Largo 1ra. Sección A (Benito Juárez),Rural,5.7688
"270110030","27","011","0030",Torno Largo 2da. Sección,Rural,28.3007
"270110048","27","011","0048",Chanero,Rural,5.7531
"270110113","27","011","0113",Corozal,Rural,6.1856
"270110174","27","011","0174",Ribera Baja 1ra. Sección B,Rural,0.7081
"270110220","27","011","0220",San Cristóbal,Rural,3.0605
"270110268","27","011","0268",La Bendición de Dios,Rural,3.0290
"270110288","27","011","0288",El Sitio,Rural,1.9500
"270110018","27","011","0018",José María Pino Suárez (San Pedro),Rural,36.6538
"270110001","27","011","0001",Jonuta,Urbana,239.3437
"270130065","27","013","0065",El Chiflón,Rural,5.1368
"270130042","27","013","0042",Isla Guadalupe,Rural,10.6552
"270130015","27","013","0015",Jiménez,Rural,13.5600
"270130037","27","013","0037",El Zapote,Rural,49.2977
"270130020","27","013","0020",Oxiacaque,Rural,42.8835
"270130019","27","013","0019",Olcuatitán,Rural,21.7153
"270140002","27","014","0002",Aquiles Serdán,Rural,128.7957
"270140003","27","014","0003",Aquiles Serdán,Rural,22.0183
"270140008","27","014","0008",Chiltepec (Puerto Chiltepec),Rural,25.6948
"270140010","27","014","0010",Las Flores 2da. Sección,Rural,2.8806
"270140042","27","014","0042",La Unión 2da. Sección,Rural,6.1315
"270140061","27","014","0061",Chiltepec (Sección Tanque),Rural,146.4965
"270140041","27","014","0041",La Unión 1ra. Sección (Amatillo),Rural,6.9072
"270140054","27","014","0054",Chiltepec (Sección Pénjamo),Rural,521.2483
"270140046","27","014","0046",Chiltepec (Sección Banco),Rural,137.5848
"270140013","27","014","0013",José María Morelos y Pavón (El Bellote),Rural,62.0060
"270140028","27","014","0028",Nuevo Torno Largo,Rural,19.1495
"270140004","27","014","0004",El Bellote (Miguel de la Madrid),Rural,11.2051
"270140001","27","014","0001",Paraíso,Urbana,680.6545
"270140006","27","014","0006",Puerto Ceiba,Urbana,76.5493
"270140033","27","014","0033",Las Flores 3ra. Sección (El Cerro),Rural,59.5434
"280020021","28","002","0021",Barra del Tordo,Rural,58.5213
"280020449","28","002","0449",Las Flores,Rural,26.7687
"280020367","28","002","0367",Paraíso Tortugas,Rural,64.1851
"280020146","28","002","0146",Morón,Rural,30.4290
"280020517","28","002","0517",El Ojite,Rural,8.5611
"280030789","28","003","0789",Velamar,Rural,53.7896
"280030685","28","003","0685",Altamira [Puerto Industrial],Rural,1188.0234
"280090001","28","009","0001",Ciudad Madero,Urbana,4843.3847
"280220583","28","022","0583",La Capilla,Rural,183.0634
"280220962","28","022","0962",Isla la Mano de León,Rural,179.2126
"280221082","28","022","1082",Isla las Malvinas,Rural,42.4646
"280221083","28","022","1083",Isla la Fantasía,Rural,20.2663
"280221084","28","022","1084",Isla Puntilla Norte,Rural,16.3103
"280221085","28","022","1085",Isla del Amor (Puntilla Sur),Rural,19.7890
"280221217","28","022","1217",Segundo Campo Pesquero y el Chichonal,Rural,13.4373
"280221506","28","022","1506",Primer Campo Pesquero,Rural,27.4858
"280220523","28","022","0523",Playa Bagdad [Centro Recreativo],Rural,48.5806
"280220192","28","022","0192",El Mezquital,Rural,33.9877
"280220603","28","022","0603",Las Higuerillas,Rural,156.1183
"280350456","28","035","0456",Carvajal,Rural,49.1961
"280350460","28","035","0460",Punta de Alambre (Puente de Alambre),Rural,41.0258
