ENTIDAD,NOM_ENT,MUN,NOM_MUN,LOC,NOM_LOC,LONGITUD,LATITUD,ALTITUD,POBTOT,POBFEM,POBMAS,P_0A2_F,P_0A2_M,P_3A5_F,P_3A5_M,P_6A11_F,P_6A11_M,P_12A14_F,P_12A14_M,P_60YMAS,P_60YMAS_F,P_60YMAS_M,POB0_14,P3HLINHE,P3HLINHE_F,P3HLINHE_M,PHOG_IND,POB_AFRO,POB_AFRO_F,POB_AFRO_M,PCON_DISC,PCON_LIMI,PCLIM_PMEN,GRAPROES,GRAPROES_F,GRAPROES_M,PDESOCUP,PDESOCUP_F,PDESOCUP_M,PSINDER,PHOGJEF_F,PHOGJEF_M,VIVTOT,VPH_PISOTI,VPH_S_ELEC,VPH_AGUAFV,VPH_NODREN,VPH_SNBIEN,VPH_RADIO,VPH_TV,CVEGEO,AMBITO,SUP_HAS,LIT1000,LIT5000,MANGLAR1km,MANGLAR5km,SUP_MAG_HA,CUENTA_ATLAS,ANIO_ATLAS,CUENTA_PPC,CUENTA_UPC,X,Y
12,Guerrero,038,Zihuatanejo de Azueta,0192,La Salitrera,"101°36'07.160"" W","17°43'10.763"" N",0038,977,489,488,22,29,24,21,58,48,20,30,131,69,62,252,0,0,0,3,33,18,15,84,181,15,7.34,7.38,7.3,19,5,14,248,213,764,331,31,5,0,5,5,70,215,120380192,Rural,23.0902,0,1,0,1,0,1,2011,1,1,-101.60198888888888,17.719656388888886
12,Guerrero,038,Zihuatanejo de Azueta,0206,Colonia Aeropuerto,"101°27'35.727"" W","17°37'16.773"" N",0020,1784,900,884,34,53,43,49,82,84,54,54,221,104,117,453,0,0,0,22,23,12,11,140,193,15,8.91,8.98,8.84,1,0,1,362,641,1143,692,13,3,9,1,3,295,425,120380206,Rural,110.5022,0,1,0,1,0,1,2011,1,1,-101.45992416666667,17.621325833333334
12,Guerrero,038,Zihuatanejo de Azueta,0207,Villa Hermosa (Las Pozas),"101°27'53.689"" W","17°38'06.070"" N",0023,1484,748,736,44,44,39,40,81,95,41,44,152,72,80,428,0,0,0,198,73,31,42,50,154,23,7.95,7.84,8.06,6,0,6,226,420,1044,529,27,1,54,25,2,249,350,120380207,Rural,73.3334,0,1,0,1,0,1,2011,1,1,-101.46491361111111,17.635019444444445
12,Guerrero,038,Zihuatanejo de Azueta,0208,Los Reyes (Las Chiveras),"101°29'22.583"" W","17°38'20.310"" N",0020,861,413,448,19,23,17,31,46,50,19,22,92,44,48,227,1,1,0,17,489,235,254,33,149,19,8.71,8.48,8.93,6,3,3,280,326,535,286,4,1,163,16,0,127,210,120380208,Rural,34.8435,0,1,0,1,0,1,2011,1,1,-101.48960638888889,17.638975
12,Guerrero,038,Zihuatanejo de Azueta,0209,Buena Vista,"101°40'36.182"" W","17°46'13.628"" N",0024,1016,504,512,27,33,37,39,48,61,27,30,88,43,45,302,0,0,0,0,13,3,10,15,45,24,7.42,7.69,7.15,1,0,1,298,183,833,336,10,1,14,12,2,174,265,120380209,Rural,20.3404,0,1,0,1,0,1,2011,1,1,-101.67671722222222,17.77045222222222
12,Guerrero,038,Zihuatanejo de Azueta,0337,La Quebradora,"101°28'53.480"" W","17°38'48.623"" N",0017,316,155,161,7,10,12,15,19,15,10,13,22,9,13,101,0,0,0,5,7,3,4,17,37,4,8.89,9.07,8.71,2,0,2,6,82,234,121,1,0,62,3,1,61,75,120380337,Rural,12.45,0,1,0,1,0,1,2011,1,1,-101.48152222222222,17.64683972222222
12,Guerrero,038,Zihuatanejo de Azueta,0354,Ampliación las Chiveras,"101°29'46.310"" W","17°38'16.959"" N",0016,116,51,65,0,1,3,6,4,9,1,5,12,4,8,29,0,0,0,0,112,48,64,2,50,2,8.18,8.33,8.05,0,0,0,19,21,95,41,3,0,26,0,0,9,35,120380354,Rural,4.0373,0,1,0,1,0,1,2011,1,1,-101.49619722222222,17.638044166666667
12,Guerrero,038,Zihuatanejo de Azueta,0358,Colonia el Paraíso,"101°28'22.136"" W","17°37'47.058"" N",0019,138,72,66,1,5,2,3,10,9,2,2,15,7,8,34,0,0,0,18,1,0,1,3,4,5,10.28,10.26,10.3,0,0,0,3,21,117,55,2,0,0,0,0,37,38,120380358,Rural,12.3469,0,1,0,1,0,1,2011,1,1,-101.47281555555556,17.629738333333332
12,Guerrero,038,Zihuatanejo de Azueta,0364,Playa Larga,"101°30'05.594"" W","17°37'11.039"" N",-001,53,22,31,1,3,1,0,2,4,0,4,4,1,3,15,0,0,0,3,4,2,2,6,4,0,7.61,8.83,6.5,0,0,0,17,7,46,30,6,0,2,1,0,8,11,120380364,Rural,8.8815,1,1,1,1,0,1,2011,1,1,-101.50155388888889,17.619733055555557
12,Guerrero,038,Zihuatanejo de Azueta,0376,Colonia Vista Mar,"101°25'33.716"" W","17°36'19.326"" N",0035,760,385,375,16,27,23,22,50,40,13,21,73,35,38,212,0,0,0,32,18,9,9,65,85,14,8.29,8.27,8.3,2,1,1,270,154,606,285,10,0,3,2,0,54,193,120380376,Rural,22.5597,0,1,0,1,0,1,2011,1,1,-101.42603222222223,17.605368333333335
12,Guerrero,038,Zihuatanejo de Azueta,0393,Entronque a Ixtapa,"101°36'00.532"" W","17°40'45.271"" N",0019,224,102,122,3,10,8,5,11,11,3,7,18,7,11,58,0,0,0,17,10,6,4,9,42,0,9.28,9.17,9.38,0,0,0,93,14,210,98,1,0,1,0,0,40,52,120380393,Rural,5.2807,0,1,1,1,0,1,2011,1,1,-101.60014777777778,17.679241944444446
12,Guerrero,038,Zihuatanejo de Azueta,0397,Colonia Tres de Diciembre,"101°36'44.913"" W","17°44'02.508"" N",0034,404,214,190,14,6,15,13,29,25,8,7,55,24,31,117,0,0,0,6,0,0,0,26,35,5,7.53,7.57,7.48,5,0,5,74,126,278,170,22,2,0,5,3,75,107,120380397,Rural,23.9617,0,1,0,1,0,1,2011,1,1,-101.61247583333333,17.73403
12,Guerrero,038,Zihuatanejo de Azueta,0424,Fraccionamiento Ayocuán,"101°26'23.663"" W","17°37'29.420"" N",0028,385,181,204,8,5,10,15,14,27,5,11,33,13,20,95,0,0,0,3,33,16,17,16,33,5,9.19,9.29,9.09,4,0,4,129,89,296,199,6,2,4,1,1,54,108,120380424,Rural,3.3838,0,1,0,1,0,1,2011,1,1,-101.43990638888889,17.62483888888889
12,Guerrero,038,Zihuatanejo de Azueta,0432,Fragata,"101°30'04.910"" W","17°38'29.503"" N",0020,862,467,395,31,26,32,35,63,48,24,22,26,14,12,281,0,0,0,15,229,126,103,17,70,7,13.23,13.41,13,1,0,1,133,252,610,453,2,0,0,0,0,208,263,120380432,Rural,6.9482,0,1,0,1,0,1,2011,1,1,-101.50136388888889,17.64152861111111
12,Guerrero,038,Zihuatanejo de Azueta,0434,La Carrerita,"101°28'58.137"" W","17°38'51.124"" N",0018,77,40,37,1,5,3,5,7,5,1,2,8,5,3,29,0,0,0,0,0,0,0,2,10,0,8.5,9.14,7.6,0,0,0,1,43,34,29,0,0,16,2,0,17,18,120380434,Rural,2.1235,0,1,0,1,0,1,2011,1,1,-101.48281583333333,17.647534444444442
12,Guerrero,046,Ometepec,0001,Ometepec,"98°24'15.917"" W","16°41'06.321"" N",0323,27607,14605,13002,764,748,840,771,1731,1677,807,833,2544,1359,1185,8171,138,104,34,7259,5946,3119,2827,1347,2933,264,10.05,10.02,10.08,209,61,148,9913,10122,17285,10615,702,73,474,314,163,3290,5575,120460001,Urbana,865.4829,0,1,0,0,0,0,NA,0,0,-98.40442138888889,16.685089166666668
12,Guerrero,046,Ometepec,0004,El Capricho (La Poza),"98°25'51.502"" W","16°34'44.009"" N",0034,127,59,68,5,3,4,0,3,3,1,5,34,15,19,24,0,0,0,1,109,47,62,7,26,0,5.1,5,5.18,0,0,0,68,26,101,92,2,0,5,4,3,24,33,120460004,Rural,11.5465,1,1,0,0,0,0,NA,0,0,-98.43097277777778,16.578891388888888
12,Guerrero,046,Ometepec,0007,Cochoapa,"98°22'28.124"" W","16°43'18.988"" N",0386,5173,2652,2521,162,139,137,183,331,316,157,177,408,225,183,1602,118,78,40,4326,92,33,59,120,654,45,9.19,9.15,9.24,42,17,25,1445,1672,3499,1471,161,31,362,120,73,406,921,120460007,Urbana,148.1897,0,1,0,0,0,0,NA,0,0,-98.37447888888889,16.72194111111111
12,Guerrero,046,Ometepec,0012,Cumbre de Barranca Honda,"98°20'12.299"" W","16°43'53.343"" N",0315,1437,737,700,43,64,49,33,101,91,55,62,81,45,36,498,145,93,52,1434,2,1,1,68,114,4,6.61,6.66,6.54,0,0,0,299,502,935,394,100,31,69,115,75,101,161,120460012,Rural,23.0753,0,1,0,0,0,0,NA,0,0,-98.33674972222222,16.731484166666664
12,Guerrero,046,Ometepec,0013,El Charco de la Puerta,"98°25'37.444"" W","16°36'21.712"" N",0038,390,213,177,9,9,11,11,35,21,18,16,52,29,23,130,0,0,0,135,218,125,93,18,51,11,7.43,7.48,7.38,1,1,0,61,91,299,136,14,1,93,18,5,39,75,120460013,Rural,7.8736,1,1,0,0,0,0,NA,0,0,-98.42706777777778,16.60603111111111
12,Guerrero,046,Ometepec,0016,Huixtepec,"98°18'16.069"" W","16°39'21.326"" N",0360,3387,1704,1683,65,108,104,94,212,222,119,121,366,188,178,1045,104,66,38,2869,342,176,166,142,465,108,6,5.94,6.06,4,0,4,761,1249,2085,1002,189,15,154,115,82,281,597,120460016,Urbana,144.0038,0,1,0,0,0,0,NA,0,0,-98.3044636111111,16.65592388888889
12,Guerrero,046,Ometepec,0017,Las Iguanas,"98°25'13.361"" W","16°37'48.426"" N",0035,479,240,239,10,10,11,10,34,26,15,12,57,29,28,128,0,0,0,61,339,167,172,27,54,24,6.64,6.95,6.35,0,0,0,88,88,391,139,14,3,81,25,12,44,91,120460017,Rural,14.0992,1,1,0,0,0,0,NA,0,0,-98.42037805555556,16.630118333333336
12,Guerrero,046,Ometepec,0019,La Libertad,"98°24'15.014"" W","16°37'34.140"" N",0033,192,90,102,9,5,7,7,12,14,5,7,21,8,13,66,0,0,0,0,2,1,1,4,4,1,5.86,6.25,5.54,0,0,0,39,17,175,56,5,1,6,16,3,17,39,120460019,Rural,3.8461,1,1,0,0,0,0,NA,0,0,-98.40417055555557,16.62615
12,Guerrero,046,Ometepec,0021,Milpillas,"98°27'41.348"" W","16°34'51.334"" N",0036,572,300,272,21,21,11,14,36,39,18,19,76,47,29,179,4,2,2,117,411,215,196,32,102,7,6.38,6.47,6.28,5,4,1,184,166,406,213,22,2,20,31,5,74,122,120460021,Rural,19.1464,1,1,0,0,0,0,NA,0,0,-98.46148555555556,16.58092611111111
12,Guerrero,046,Ometepec,0024,Piedra Boluda,"98°26'35.888"" W","16°39'12.240"" N",0254,329,159,170,12,10,7,8,17,15,3,12,34,18,16,84,0,0,0,69,183,91,92,13,40,17,7.54,7.52,7.56,0,0,0,100,76,253,84,15,4,5,6,6,29,63,120460024,Rural,8.3235,0,1,0,0,0,0,NA,0,0,-98.44330222222223,16.653399999999998
12,Guerrero,046,Ometepec,0026,Piedra Labrada,"98°22'50.473"" W","16°37'32.768"" N",0231,202,105,97,5,3,8,4,17,10,7,9,23,11,12,63,0,0,0,4,11,4,7,6,16,1,5.55,5.85,5.27,0,0,0,65,24,178,64,10,0,7,16,7,18,45,120460026,Rural,3.4327,0,1,0,0,0,0,NA,0,0,-98.38068694444443,16.62576888888889
12,Guerrero,046,Ometepec,0027,San Isidro,"98°29'09.246"" W","16°37'10.598"" N",0023,255,132,123,6,2,11,6,12,19,11,10,39,21,18,77,1,1,0,36,254,131,123,28,9,2,7.06,7.03,7.09,0,0,0,25,52,203,79,11,0,0,12,6,7,51,120460027,Rural,9.2096,1,1,0,0,0,0,NA,0,0,-98.48590166666666,16.619610555555557
12,Guerrero,046,Ometepec,0028,Santa Cruz Teconte (El Teconte),"98°28'29.850"" W","16°38'12.777"" N",0030,148,65,83,2,2,4,6,4,8,7,7,24,10,14,40,2,1,1,54,148,65,83,12,12,5,6.61,6.69,6.55,0,0,0,52,5,143,46,4,1,0,1,1,3,30,120460028,Rural,3.9374,0,1,0,0,0,0,NA,0,0,-98.47495833333333,16.6368825
12,Guerrero,046,Ometepec,0031,El Tamarindo,"98°24'47.247"" W","16°35'59.150"" N",0035,294,155,139,11,2,12,6,16,20,11,11,38,19,19,89,0,0,0,40,84,42,42,10,43,10,6.65,6.51,6.79,0,0,0,71,47,247,94,14,0,76,18,6,32,67,120460031,Rural,4.9399,1,1,0,0,0,0,NA,0,0,-98.41312416666668,16.599763888888887
12,Guerrero,046,Ometepec,0034,Vista Hermosa,"98°29'13.505"" W","16°36'32.001"" N",0028,440,228,212,11,8,16,12,28,30,19,14,76,41,35,138,0,0,0,68,346,179,167,36,84,11,6.96,6.77,7.16,0,0,0,133,67,373,181,13,0,19,4,1,42,105,120460034,Rural,15.4774,1,1,0,0,0,0,NA,0,0,-98.48708472222222,16.608889166666668
12,Guerrero,046,Ometepec,0035,Zacoalpan,"98°17'16.007"" W","16°44'30.316"" N",0188,5412,2728,2684,187,182,168,167,357,386,230,219,387,211,176,1896,2333,1307,1026,5348,11,6,5,153,564,128,5.62,5.31,5.94,13,0,13,1118,1836,3523,1446,253,138,737,466,289,164,483,120460035,Urbana,161.5445,0,1,0,0,0,0,NA,0,0,-98.28777972222223,16.741754444444446
12,Guerrero,046,Ometepec,0036,El Sepudo,"98°29'28.537"" W","16°38'34.529"" N",0026,435,219,216,8,8,9,7,24,32,13,10,56,28,28,111,0,0,0,24,423,214,209,30,38,7,8.23,7.99,8.48,0,0,0,84,109,326,130,7,2,1,12,14,19,88,120460036,Rural,10.2134,1,1,0,0,0,0,NA,0,0,-98.49126027777778,16.642924722222222
12,Guerrero,046,Ometepec,0037,Cruz Verde II,"98°17'40.541"" W","16°41'53.240"" N",0300,643,339,304,23,25,25,23,37,54,33,32,33,19,14,252,217,120,97,643,4,2,2,47,101,12,5.78,5.78,5.77,1,0,1,104,163,480,151,43,10,81,109,20,35,58,120460037,Rural,8.1493,0,1,0,0,0,0,NA,0,0,-98.29459472222221,16.69812222222222
12,Guerrero,046,Ometepec,0038,El Limón,"98°26'15.063"" W","16°38'15.278"" N",0140,249,120,129,8,8,7,4,16,13,8,7,20,11,9,71,0,0,0,122,171,82,89,9,12,7,7.11,6.59,7.54,0,0,0,82,54,195,67,7,2,9,14,6,19,44,120460038,Rural,4.1462,0,1,0,0,0,0,NA,0,0,-98.4375175,16.637577222222223
12,Guerrero,046,Ometepec,0041,Paso Cuahulote,"98°19'10.097"" W","16°41'33.703"" N",0040,280,136,144,9,17,5,7,20,20,11,9,17,9,8,98,127,73,54,280,0,0,0,13,42,1,5.05,4.73,5.38,0,0,0,19,40,240,74,24,6,34,59,18,3,28,120460041,Rural,2.7718,1,1,0,0,0,0,NA,0,0,-98.31947138888889,16.692695277777776
12,Guerrero,046,Ometepec,0043,San José Ejido (San José),"98°22'15.817"" W","16°42'35.385"" N",0372,395,204,191,11,10,6,8,31,23,13,21,39,19,20,123,0,0,0,114,73,38,35,23,55,13,9.51,9.38,9.66,0,0,0,89,85,310,121,13,0,15,8,3,31,72,120460043,Rural,10.6295,0,1,0,0,0,0,NA,0,0,-98.37106027777777,16.709829166666665
12,Guerrero,046,Ometepec,0068,Arroyo Barranca Honda,"98°19'25.068"" W","16°44'35.944"" N",0114,1184,577,607,53,54,28,47,93,82,49,54,53,29,24,460,442,226,216,1179,1,1,0,72,135,41,6.15,6.06,6.23,0,0,0,219,405,779,280,80,24,63,162,76,41,89,120460068,Rural,18.5074,0,1,0,0,0,0,NA,0,0,-98.32363,16.74331777777778
12,Guerrero,046,Ometepec,0082,Rancho el Calvario,"98°23'08.279"" W","16°42'12.039"" N",0382,52,28,24,4,2,1,2,3,2,1,3,1,0,1,18,6,3,3,34,0,0,0,0,3,0,7.26,7.47,7,0,0,0,0,38,14,14,1,1,6,3,2,3,3,120460082,Rural,4.2189,0,1,0,0,0,0,NA,0,0,-98.38563305555556,16.703344166666668
12,Guerrero,046,Ometepec,0137,Colonia Rivieras Palmas,"98°25'32.285"" W","16°40'36.962"" N",0321,50,28,22,1,1,1,0,6,3,1,3,6,3,3,16,0,0,0,22,11,6,5,3,4,0,6.32,5.89,6.87,1,0,1,18,22,28,28,10,11,9,7,1,5,4,120460137,Rural,6.6348,0,1,0,0,0,0,NA,0,0,-98.42563472222223,16.67693388888889
12,Guerrero,046,Ometepec,0235,El Nuevo Capricho,"98°24'05.516"" W","16°34'05.220"" N",0151,286,145,141,3,9,16,12,20,17,4,3,43,21,22,84,0,0,0,28,267,135,132,29,29,10,6.78,7.03,6.53,0,0,0,61,61,225,125,3,1,0,4,2,43,61,120460235,Rural,12.1292,0,1,0,0,0,0,NA,0,0,-98.40153222222223,16.568116666666665
12,Guerrero,048,Petatlán,0015,Arroyo Seco,"101°06'47.930"" W","17°22'29.562"" N",0018,329,162,167,8,9,11,11,14,19,13,12,50,25,25,97,0,0,0,2,34,17,17,30,47,8,6.68,6.74,6.63,2,0,2,64,55,274,139,12,1,2,6,2,38,89,120480015,Rural,17.3432,0,1,1,1,0,0,NA,0,0,-101.11331388888888,17.374878333333335
12,Guerrero,048,Petatlán,0030,Puente la Barrita,"101°11'05.400"" W","17°25'12.553"" N",0015,120,63,57,2,2,4,2,2,7,6,2,33,17,16,27,0,0,0,0,0,0,0,23,33,5,7.23,7.52,6.91,0,0,0,39,22,98,48,4,0,2,0,1,10,34,120480030,Rural,3.0307,1,1,0,1,0,0,NA,0,0,-101.18483333333333,17.42015361111111
12,Guerrero,048,Petatlán,0035,El Cabritero de Domínguez (Cabritero),"101°19'50.262"" W","17°32'05.791"" N",0008,170,78,92,6,9,3,5,8,10,3,8,29,17,12,52,0,0,0,0,21,8,13,14,17,2,6.22,6.12,6.32,1,0,1,39,29,141,57,10,3,2,16,1,18,36,120480035,Rural,2.3697,0,1,0,1,0,0,NA,0,0,-101.33062833333332,17.534941944444448
12,Guerrero,048,Petatlán,0051,El Cayacal,"101°09'41.254"" W","17°23'22.012"" N",0013,173,78,95,5,9,0,5,6,12,7,10,16,6,10,54,0,0,0,0,22,10,12,12,28,1,7.58,8,7.15,2,0,2,23,29,144,73,8,1,1,11,1,31,44,120480051,Rural,2.2487,1,1,1,1,0,0,NA,0,0,-101.16145944444445,17.38944777777778
12,Guerrero,048,Petatlán,0069,Coyuquilla Sur (Coyuquilla Viejo),"101°04'10.898"" W","17°21'31.028"" N",0010,349,179,170,12,8,5,6,18,14,4,9,98,54,44,76,0,0,0,0,33,18,15,45,62,4,7.01,7.01,7.01,2,0,2,67,59,290,151,7,3,1,6,0,60,101,120480069,Rural,10.9943,0,1,0,1,0,0,NA,0,0,-101.06969388888888,17.35861888888889
12,Guerrero,048,Petatlán,0098,Juluchuca,"101°13'42.444"" W","17°27'18.442"" N",0010,691,341,350,18,16,24,22,38,43,16,16,130,61,69,193,0,0,0,11,21,9,12,34,116,11,7.1,7.16,7.06,5,4,1,251,147,544,271,19,5,4,26,3,58,176,120480098,Rural,16.7904,0,1,1,1,0,0,NA,0,0,-101.22845666666667,17.455122777777778
12,Guerrero,048,Petatlán,0164,Rancho Nuevo,"101°12'52.755"" W","17°28'31.625"" N",0038,192,88,104,5,6,4,5,9,7,2,6,40,15,25,44,0,0,0,0,1,0,1,15,18,9,6.18,7.13,5.38,0,0,0,46,25,167,77,7,0,0,8,0,39,58,120480164,Rural,4.7992,0,1,0,1,0,0,NA,0,0,-101.21465416666668,17.47545138888889
12,Guerrero,048,Petatlán,0174,Las Salinas (Salinas el Cuajo),"101°12'18.075"" W","17°26'36.989"" N",0017,355,167,188,6,13,11,5,13,24,9,11,62,32,30,92,0,0,0,0,4,2,2,19,55,5,6.47,6.74,6.21,0,0,0,96,39,316,133,13,1,16,20,1,22,93,120480174,Rural,3.9711,0,1,1,1,0,0,NA,0,0,-101.20502083333334,17.443608055555554
12,Guerrero,048,Petatlán,0190,La Soledad (Soledad de Maciel),"101°20'15.453"" W","17°31'24.764"" N",0007,356,169,187,6,3,11,8,16,27,5,12,65,33,32,88,0,0,0,0,8,6,2,42,60,5,6.6,6.46,6.74,0,0,0,123,84,272,114,14,1,3,16,3,60,83,120480190,Rural,2.4945,0,1,0,1,0,0,NA,0,0,-101.33762583333333,17.523545555555554
12,Guerrero,048,Petatlán,0220,Barra de Potosí,"101°26'23.180"" W","17°32'11.631"" N",0005,489,232,257,16,13,11,14,16,22,12,26,58,28,30,130,0,0,0,0,0,0,0,15,56,2,7.96,7.87,8.04,0,0,0,118,95,394,223,6,1,2,5,0,70,134,120480220,Rural,35.4194,1,1,1,1,0,0,NA,0,0,-101.43977222222223,17.53656416666667
12,Guerrero,048,Petatlán,0309,Puente del Tuzal,"101°14'45.360"" W","17°28'44.287"" N",0019,90,47,43,2,3,7,5,4,4,5,1,10,3,7,31,0,0,0,0,1,0,1,3,9,5,7.17,7.36,7,0,0,0,7,8,82,38,2,0,0,3,0,18,19,120480309,Rural,3.0477,0,1,0,1,0,0,NA,0,0,-101.24593333333334,17.47896861111111
12,Guerrero,048,Petatlán,0393,La Barrita (Playa la Barrita),"101°10'50.160"" W","17°24'43.979"" N",0013,118,62,56,3,3,5,2,8,5,1,4,25,12,13,31,0,0,0,0,1,0,1,7,35,3,7.3,7.22,7.38,1,0,1,49,23,95,67,2,0,0,3,0,12,36,120480393,Rural,3.1022,1,1,0,1,0,0,NA,0,0,-101.1806,17.412216388888886
12,Guerrero,053,San Marcos,0024,Chacalapa del Pacífico,"99°30'36.286"" W","16°41'52.941"" N",0020,351,177,174,12,12,7,14,21,23,17,10,54,29,25,116,0,0,0,0,1,0,1,12,19,5,5.37,5.08,5.68,0,0,0,38,51,300,133,13,3,0,26,4,42,81,120530024,Rural,12.3805,1,1,1,1,0,0,NA,0,0,-99.51007944444444,16.698039166666668
12,Guerrero,053,San Marcos,0026,Estero Verde,"99°13'23.225"" W","16°40'28.630"" N",0007,932,443,489,22,29,20,28,63,60,19,32,125,57,68,273,0,0,0,11,5,2,3,59,155,30,6.74,6.38,7.08,5,0,5,253,199,733,365,28,5,1,46,21,84,199,120530026,Rural,16.8945,0,1,0,1,0,0,NA,0,0,-99.22311805555556,16.674619444444446
12,Guerrero,053,San Marcos,0030,Las Lechugas,"99°14'19.532"" W","16°39'08.474"" N",0011,455,218,237,16,9,11,13,27,36,11,17,62,30,32,140,0,0,0,7,1,0,1,34,73,4,6.41,6.24,6.57,2,0,2,182,90,365,188,13,0,9,45,2,46,113,120530030,Rural,7.8224,0,1,1,1,0,0,NA,0,0,-99.2387588888889,16.652353888888886
12,Guerrero,053,San Marcos,0032,Las Lomitas de Papagayo,"99°36'03.047"" W","16°42'09.277"" N",0009,240,118,122,4,6,14,10,13,20,5,9,37,17,20,81,0,0,0,0,0,0,0,26,47,4,5.7,5.85,5.53,0,0,0,66,34,206,99,2,1,2,12,3,21,62,120530032,Rural,5.3601,1,1,0,1,0,0,NA,0,0,-99.60084638888888,16.702576944444445
12,Guerrero,053,San Marcos,0042,Monte Alto,"99°27'48.935"" W","16°43'00.670"" N",0038,893,458,435,21,15,21,17,61,48,31,23,149,82,67,237,0,0,0,0,86,45,41,54,245,12,6.65,6.51,6.78,0,0,0,290,312,581,416,37,7,51,42,15,94,221,120530042,Rural,29.0526,0,1,0,0,0,0,NA,0,0,-99.46359305555556,16.716852777777778
12,Guerrero,053,San Marcos,0053,San José Guatemala,"99°35'37.835"" W","16°41'32.778"" N",0000,374,198,176,14,8,10,9,28,32,14,10,39,23,16,125,0,0,0,9,0,0,0,29,75,4,6.47,6.27,6.68,0,0,0,85,74,300,175,2,0,1,12,2,12,92,120530053,Rural,13.0997,1,1,1,1,0,0,NA,0,0,-99.59384305555555,16.692438333333335
12,Guerrero,053,San Marcos,0055,San Juan Grande,"99°33'44.418"" W","16°45'51.831"" N",0098,401,213,188,16,6,10,8,22,26,10,13,45,24,21,111,0,0,0,0,21,8,13,61,55,19,7.16,6.84,7.53,0,0,0,219,149,252,132,16,1,1,22,4,42,82,120530055,Rural,10.8603,0,1,0,0,0,0,NA,0,0,-99.56233833333333,16.7643975
12,Guerrero,053,San Marcos,0056,San Juan Chico,"99°33'18.334"" W","16°46'09.519"" N",0091,213,113,100,4,3,8,4,19,14,6,6,33,17,16,64,0,0,0,0,20,14,6,35,38,12,7.44,6.83,8.08,0,0,0,99,64,149,82,3,0,0,10,2,28,51,120530056,Rural,3.937,0,1,0,0,0,0,NA,0,0,-99.55509277777777,16.769310833333332
12,Guerrero,053,San Marcos,0060,Santo Domingo,"99°25'20.102"" W","16°41'54.632"" N",0020,112,58,54,5,3,4,2,10,11,3,3,14,7,7,41,0,0,0,18,9,6,3,3,15,2,5.2,5.33,5.06,0,0,0,58,18,94,58,2,0,1,20,3,20,27,120530060,Rural,9.7285,0,1,1,1,0,0,NA,0,0,-99.42225055555556,16.698508888888888
12,Guerrero,053,San Marcos,0061,Tamarindillo,"99°34'33.502"" W","16°47'09.242"" N",0061,225,111,114,6,12,1,4,12,12,3,7,23,10,13,57,0,0,0,0,0,0,0,5,25,2,6.32,6.43,6.2,0,0,0,24,59,166,63,13,1,5,29,4,23,37,120530061,Rural,5.793,0,1,0,0,0,0,NA,0,0,-99.57597277777778,16.785900555555557
12,Guerrero,053,San Marcos,0065,Tecomate Pesquería,"99°21'43.107"" W","16°41'48.628"" N",0007,530,264,266,17,17,15,12,26,30,17,18,49,28,21,152,0,0,0,15,106,51,55,11,84,13,6.36,6.12,6.6,1,0,1,217,140,390,206,5,1,23,30,6,72,139,120530065,Rural,14.7208,0,1,1,1,0,0,NA,0,0,-99.36197416666666,16.696841111111112
12,Guerrero,053,San Marcos,0076,Amazquite,"99°23'28.728"" W","16°40'41.803"" N",-004,135,68,67,6,0,4,5,11,10,2,6,15,9,6,44,0,0,0,2,12,3,9,0,13,0,6.2,5.93,6.47,0,0,0,63,14,121,86,6,1,1,19,2,22,32,120530076,Rural,12.6428,1,1,1,1,0,0,NA,0,0,-99.39131333333334,16.67827861111111
12,Guerrero,053,San Marcos,0107,El Tejoruco (La Horqueta),"99°34'37.183"" W","16°45'18.048"" N",0100,457,229,228,16,20,10,18,24,31,12,9,40,25,15,140,0,0,0,3,235,113,122,42,79,13,7.21,6.71,7.78,0,0,0,169,202,252,143,16,0,1,61,7,53,96,120530107,Rural,9.1934,0,1,0,0,0,0,NA,0,0,-99.57699527777777,16.755013333333334
12,Guerrero,057,Técpan de Galeana,0013,Buena Vista de Juárez,"100°56'29.074"" W","17°16'19.465"" N",0020,309,155,154,10,7,6,9,20,14,4,3,60,29,31,73,0,0,0,0,14,9,5,40,71,10,7.8,7.63,7.96,1,0,1,163,73,236,119,5,3,8,9,2,51,76,120570013,Rural,3.1392,0,1,0,1,0,0,NA,0,0,-100.94140944444445,17.27207361111111
12,Guerrero,057,Técpan de Galeana,0023,El Cayaquito,"101°03'09.079"" W","17°18'10.702"" N",0005,38,18,20,0,2,0,0,3,2,2,0,10,4,6,9,0,0,0,0,8,2,6,5,10,0,6.1,5.15,6.88,1,0,1,10,12,26,35,1,0,1,2,0,7,11,120570023,Rural,14.5529,1,1,1,1,0,0,NA,0,0,-101.05252194444444,17.30297277777778
12,Guerrero,057,Técpan de Galeana,0027,El Cobano,"101°00'51.028"" W","17°16'43.760"" N",0015,389,182,207,16,14,6,9,24,24,6,11,54,25,29,110,0,0,0,0,3,1,2,62,46,3,6.99,7.1,6.89,0,0,0,64,87,302,130,26,0,0,25,0,54,99,120570027,Rural,12.2819,0,1,1,1,0,0,NA,0,0,-101.01417444444445,17.27882222222222
